Serial_Number,List_Year,Date_Recorded,Town,Address,Assessed_Value,Sale_Amount,Sales_Ratio,Property_Type,Residential_Type,Non_Use_Code,Assessor_Remarks,OPM_remarks,Location,Latitude,Longitude,exact_loc
210422,2021,1/20/2022,New Haven,196 FARREN AV,86765,90000,0.964055538,Residential,Single Family,,,ESTATE SALE,-72.892376991 41.299858988,41.29985899,-72.89237699,"196, Farren Avenue, 06513, Farren Avenue, New Haven, CT, United States"
210777,2021,1/20/2022,Waterbury,84 MIDLAND RD,117260,175000,0.670000017,Residential,Single Family,14 - Foreclosure,,,-72.988937019 41.546970988,41.54697099,-72.98893702,"84, Midland Road, 06705, Midland Road, Waterbury, CT, United States"
210783,2021,1/20/2022,Waterbury,225 WILLOW ST,31730,245000,0.129510209,Residential,Three Family,07 - Change in Property,,PER MLS 1ST AND 2ND FLOOR UNITS RECENTLY UPDATED,-73.048606027 41.563875988,41.56387599,-73.04860603,"225, Willow Street, 06710, Willow Street, Waterbury, CT, United States"
210030,2021,1/20/2022,Sterling,STERLING HILL RD,17840,60000,0.297300011,Vacant Land,,17 - Two Towns,LAND LOCATED IN BOTH STERLING AND PLAINFIELD,,-72.331023438 41.384868203,41.3848682,-72.33102344,"Sterling Hill Road, Lyme, Connecticut, United States"
21015,2021,1/20/2022,Voluntown,60 WILLIAMS RD,152340,780000,0.195307687,Residential,Single Family,06 - Portion of Property,SALE PRICE INCLUDES 3 OTHER PROPERTIES / USE ASSESSMENT,,-71.823512005 41.627774002,41.627774,-71.82351201,"60, Williams Road, 06384, Williams Road, Voluntown, CT, United States"
21157,2021,1/20/2022,Ridgefield,24 CROSBY CT,742860,1185000,0.626800001,Residential,Single Family,,,,-73.517141004 41.36932598,41.36932598,-73.517141,"24, Crosby Court, 06877, Crosby Court, Ridgefield, CT, United States"
210339,2021,1/20/2022,Torrington,185 WINSTED RD,58880,50100,1.175199986,Residential,Single Family,,,,-73.118575976 41.822527019,41.82252702,-73.11857598,"185, Winsted Road, 06790, Winsted Road, Torrington, CT, United States"
210205,2021,1/20/2022,South Windsor,365 DIANE DR,144800,280000,0.517099977,Residential,Single Family,,,,-72.509207173 41.824387634,41.82438763,-72.50920717,"365, Diane Drive, 06074, Diane Drive, South Windsor, CT, United States"
2100800,2021,1/20/2022,Stamford,124 CRYSTAL LAKE ROAD,377640,740000,0.510299981,Residential,Single Family,,,,-73.553253009 41.096980009,41.09698001,-73.55325301,"124, Crystal Lake Road, 06905, Crystal Lake Road, Stamford, CT, United States"
210596,2021,1/20/2022,Norwalk,15 PERRY AVE UNIT C10,218080,330000,0.66079998,Residential,Condo,,5-47-269-C/10,,-73.426724995 41.135230992,41.13523099,-73.426725,"15, Perry Avenue, 06850, Perry Avenue, Norwalk, CT, United States"
210423,2021,1/20/2022,New Haven,175 COLONY RD,356615,630000,0.565999985,Residential,Single Family,,,,-72.943892001 41.326882998,41.326883,-72.943892,"175, Colony Road, 06511, Colony Road, New Haven, CT, United States"
210295,2021,1/20/2022,Norwich,489 PLAIN HILL RD,4300,46800,0.091799997,Vacant Land,,25 - Other,MULTI PARCEL SALE,,-72.101885889 41.598346309,41.59834631,-72.10188589,"487, Plain Hill Road, 06360, Plain Hill Road, Norwich, CT, United States"
2100394,2021,1/20/2022,Stratford,2134 NICHOLS AVENUE,166740,329900,0.505400002,Residential,Single Family,,,,-73.150684029 41.22396098,41.22396098,-73.15068403,"2134, Nichols Avenue, 06614, Nichols Avenue, Stratford, CT, United States"
2100430,2021,1/28/2022,Stratford,35B HAPPY HOLLOW CIRCLE,105140,210000,0.50059998,Residential,Condo,,,,-73.11032701 41.265054015,41.26505402,-73.11032701,"Fiddler Green Road, 06484, Stratford, United States"
210175,2021,1/28/2022,Stonington,289 OSBROOK PT,2254600,3500000,0.64410001,Residential,Single Family,03 - Inter Corporation,,,-71.858893024 41.326196017,41.32619602,-71.85889302,"301, Osbrook Point, 06378, Osbrook Point, Stonington, CT, United States"
210173,2021,1/28/2022,Stonington,MAIN ST,14800,25000,0.592000008,Vacant Land,,12 - Non Buildable Lot,,,-71.905824128 41.334371824,41.33437182,-71.90582413,"45, Main Street, 06378, Main Street, Stonington, CT, United States"
2100842,2021,1/28/2022,Stamford,30 ALPINE STREET,248190,550000,0.451200008,Residential,Single Family,,,,-73.551146972 41.108745016,41.10874502,-73.55114697,"30, Alpine Street, 06905, Alpine Street, Stamford, CT, United States"
210202,2021,1/28/2022,Newington,116 WEBSTER CT,79580,165000,0.482300013,Residential,Condo,,,,-72.721752959 41.652871013,41.65287101,-72.72175296,"114, Webster Court, 06111, Webster Court, Newington, CT, United States"
21167,2021,1/28/2022,Ridgefield,19 PROSPECT RDG UNIT 33,256270,440000,0.582400024,Residential,Condo,,,,-73.490298965 41.282894016,41.28289402,-73.49029897,"19, Prospect Ridge, 06877, Prospect Ridge, Ridgefield, CT, United States"
210620,2021,1/28/2022,Norwalk,27 LEDGEBROOK DR UNIT 21-4 & L,223370,392000,0.569800019,Residential,Condo,,5-64-200-21/04 & 5-64-200-23GL5 (GARAGE UNIT),,-73.43983798 41.107331995,41.107332,-73.43983798,"Ledgebrook Drive, 06850, Norwalk, Connecticut, United States"
21234,2021,1/28/2022,Newtown,88 BIRCH HILL ROAD,77560,75000,1.034100056,Vacant Land,,,,,-73.354019828 41.381511635,41.38151164,-73.35401983,"88, Birch Hill Road, 06470, Birch Hill Road, Newtown, CT, United States"
2100840,2021,1/28/2022,Stamford,444 BEDFORD STREET #4L,85980,165000,0.521000028,Residential,Condo,,,,-73.538346967 41.058184999,41.058185,-73.53834697,"444, Bedford Street, 06901, Bedford Street, Stamford, CT, United States"
210035,2021,1/28/2022,Sharon,27 HOSPITAL HILL RD,3180000,7467801,0.425799996,Commercial,,,NURSING HOME,,-73.48010196 41.877937015,41.87793702,-73.48010196,"27, Hospital Hill Road, 06069, Hospital Hill Road, Sharon, CT, United States"
210075,2021,1/28/2022,North Branford,173 OLD POST RD,196600,292000,0.673200011,Residential,Single Family,,,,-72.787575961 41.403692999,41.403693,-72.78757596,"173, Old Post Road, 06472, Old Post Road, North Branford, CT, United States"
2100845,2021,1/28/2022,Stamford,1 BROAD STREET #14E,456830,615000,0.742799997,Residential,Condo,,,,-73.542049003 41.055134992,41.05513499,-73.542049,"1, Broad Street, 06902, Broad Street, Stamford, CT, United States"
210579,2021,1/28/2022,Southington,72 ROBINDALE DR,162400,300000,0.541299999,Residential,Single Family,,,,-72.922062004 41.582179005,41.58217901,-72.922062,"72, Robindale Road, 06479, Robindale Road, Southington, CT, United States"
210167,2021,1/28/2022,Simsbury,1 GRIST MILL ROAD,251140,376000,0.667900026,Commercial,,,,,-72.813317037 41.869670992,41.86967099,-72.81331704,"3, Maple Court, 06070, Maple Court, Simsbury, CT, United States"
210445,2021,1/28/2022,New Haven,43 CHESTNUT ST UNIT 311,131390,185000,0.710200012,Residential,Condo,,,,-72.915357991 41.302157012,41.30215701,-72.91535799,"43, Chestnut Street, 06511, Chestnut Street, New Haven, CT, United States"
210312,2021,1/28/2022,Norwich,23 MATHIEU ST,21600,180000,0.119999997,Vacant Land,,24 - Plottage,,,-72.051782397 41.566018812,41.56601881,-72.0517824,"Mathieu Street, 06380, Norwich, Connecticut, United States"
210176,2021,1/28/2022,Stonington,25 ORCHARD ST #11,365700,1250000,0.292499989,Residential,Condo,,,,-71.902744962 41.334461999,41.334462,-71.90274496,"Mystic River Rowing, Church Street, 06378, Church Street, Stonington, CT, United States"
210554,2021,1/20/2022,Southington,12 HAZELWOOD DR,270880,365000,0.742137015,Residential,Single Family,01 - Family,,,-72.853283041 41.605768991,41.60576899,-72.85328304,"12, Hazelwood Drive, 06489, Hazelwood Drive, Southington, CT, United States"
2100392,2021,1/20/2022,Stratford,223B SHOSHONI LANE,145460,300000,0.484800011,Residential,Condo,,,,-73.113530354 41.246546956,41.24654696,-73.11353035,"Shoshoni Lane, 06614, Stratford, Connecticut, United States"
210014,2021,1/20/2022,Warren,17 KENT RD,260880,354000,0.736899972,Residential,Single Family,,,,-73.352359996 41.744657001,41.744657,-73.35236,"17, Kent Road, 06754, Kent Road, Warren, CT, United States"
2100799,2021,1/20/2022,Stamford,129 SYLVAN KNOLL ROAD,2177200,250000,8.708800316,Commercial,,08 - Part Interest,SYLVAN KNOLL SECTION I INC CO-OPERATIVE,,-73.51032702 41.052313014,41.05231301,-73.51032702,"219, Sylvan Knoll Road, 06902, Sylvan Knoll Road, Stamford, CT, United States"
2100798,2021,1/20/2022,Stamford,284 INGLESIDE DRIVE,640100,2196200,0.291399986,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION,,-73.552669905 41.16204411,41.16204411,-73.55266991,"286, Ingleside Drive, 06903, Ingleside Drive, Stamford, CT, United States"
210157,2021,1/20/2022,Simsbury,6 HIGH HILL CIRCLE,178480,375000,0.475899994,Residential,Single Family,,,,-72.83334199 41.83229202,41.83229202,-72.83334199,"4, High Hill Circle, 06089, High Hill Circle, Simsbury, CT, United States"
210190,2021,1/20/2022,Newington,68 BROOKDALE AVE,126080,210000,0.600300014,Residential,Single Family,,,,-72.729086034 41.690616986,41.69061699,-72.72908603,"68, Brookdale Avenue, 06111, Brookdale Avenue, Newington, CT, United States"
21134,2021,1/20/2022,Stafford,81 HOPYARD RD,169960,265100,0.64111656,Vacant Land,,25 - Other,EXECUTOR SALE,,-72.357716053 41.950391052,41.95039105,-72.35771605,"82, Hopyard Road, 06076, Hopyard Road, Stafford, CT, United States"
210072,2021,1/20/2022,North Branford,1 EDWARD RD,137000,260000,0.526899993,Residential,Single Family,,,,-72.80356201 41.331228009,41.33122801,-72.80356201,"1, Edward Road, 06471, Edward Road, North Branford, CT, United States"
210031,2021,1/20/2022,Sterling,56 DEERFIELD DR,45220,130000,0.347799987,Residential,Single Family,,RANCH BUILT 1962 ON .16 ACRES,,-71.798898965 41.692203009,41.69220301,-71.79889897,"56, Deerfield Drive, 06373, Deerfield Drive, Oneco, CT, United States"
210040,2021,1/20/2022,New Hartford,771 LITCHFIELD TPKE,115360,185900,0.620500028,Residential,Single Family,,,,-72.998259036 41.829363006,41.82936301,-72.99825904,"771, Litchfield Turnpike, 06057, Litchfield Turnpike, New Hartford, CT, United States"
210782,2021,1/20/2022,Waterbury,260 MILL PLAIN AVE,60930,75000,0.812399983,Residential,Single Family,25 - Other,PRIVATE SALE,,-72.998480989 41.556487005,41.55648701,-72.99848099,"260, Mill Plain Avenue, 06705, Mill Plain Avenue, Waterbury, CT, United States"
210267,2021,1/20/2022,Wallingford,31 TREMPER DR,156000,249900,0.624199986,Residential,Single Family,,,,-72.814809015 41.440158007,41.44015801,-72.81480902,"31, Tremper Drive, 06492, Tremper Drive, Wallingford, CT, United States"
210206,2021,1/20/2022,South Windsor,51 DAVEWELL RD,117600,240000,0.49000001,Residential,Single Family,,,,-72.592712889 41.815628839,41.81562884,-72.59271289,"51, Davewell Road, 06074, Davewell Road, South Windsor, CT, United States"
210595,2021,1/20/2022,Norwalk,134 WASHINGTON ST UNIT D302,119420,175000,0.682399988,Residential,Condo,,2-43-10-D302,,-73.416576019 41.098739999,41.09874,-73.41657602,"47, Water Street, 06854, Water Street, Norwalk, CT, United States"
210424,2021,1/20/2022,New Haven,24 DAISY ST,136990,175000,0.782800019,Residential,Two Family,,,,-72.932809029 41.334581986,41.33458199,-72.93280903,"24, Daisy Street, 06511, Daisy Street, New Haven, CT, United States"
2100431,2021,1/28/2022,Stratford,50 MILL RIVER DRIVE,207060,400000,0.5176,Residential,Single Family,,,,-73.120533988 41.21824402,41.21824402,-73.12053399,"50, Mill River Drive, 06614, Mill River Drive, Stratford, CT, United States"
210223,2021,1/28/2022,South Windsor,1201 DZEN WAY,211100,340000,0.620800018,Residential,Single Family,,SRD,,-72.56008742 41.842713199,41.8427132,-72.56008742,"1201, Dzen Way, 06074, Dzen Way, South Windsor, CT, United States"
2100847,2021,1/28/2022,Stamford,60 THORNWOOD ROAD,456940,785000,0.582000017,Residential,Single Family,,,,-73.538713005 41.155003985,41.15500399,-73.53871301,"60, Thornwood Road, 06903, Thornwood Road, Stamford, CT, United States"
210203,2021,1/28/2022,Newington,23 JEFFERSON CT,247650,358900,0.689999998,Residential,Single Family,,,,-72.733382011 41.71254702,41.71254702,-72.73338201,"23, Jefferson Court, 06111, Jefferson Court, Newington, CT, United States"
210280,2021,1/28/2022,Wallingford,63 SAW MILL DR,183900,345000,0.532999992,Residential,Single Family,,,,-72.809173024 41.433171021,41.43317102,-72.80917302,"63, Saw Mill Drive, 06492, Saw Mill Drive, Wallingford, CT, United States"
210314,2021,1/28/2022,Norwich,11 ALICE ST,91000,184900,0.4921,Residential,Two Family,,,,-72.091394026 41.525364999,41.525365,-72.09139403,"11, Alice Street, 06360, Alice Street, Norwich, CT, United States"
210221,2021,1/28/2022,South Windsor,128 MURIELLE DR,155200,342000,0.453799993,Residential,Single Family,,,,-72.595671365 41.807577602,41.8075776,-72.59567137,"128, Murielle Drive, 06074, Murielle Drive, South Windsor, CT, United States"
21164,2021,1/28/2022,Watertown,30 RASPBERRY LN,182900,350000,0.522499979,Residential,Single Family,01 - Family,,,-73.123321977 41.581797,41.581797,-73.12332198,"38, Raspberry Lane, 06795, Raspberry Lane, Watertown, CT, United States"
21166,2021,1/28/2022,Waterford,18 BESTVIEW ROAD,178700,380000,0.470200002,Residential,Single Family,,,,-72.103985991 41.402320001,41.40232,-72.10398599,"18, Scotch Cap Road, 06375, Scotch Cap Road, Waterford, CT, United States"
210460,2021,1/28/2022,West Hartford,94 EMILY WAY,305830,556000,0.550000012,Residential,Condo,,,,-72.776898003 41.741872994,41.74187299,-72.776898,"Emily Way, 06107, West Hartford, United States"
210202,2021,1/28/2022,Westport,786 POST ROAD EAST,883800,1893857,0.466600001,Commercial,,,GAS STATION SALE,,-73.338207991 41.13741498,41.13741498,-73.33820799,"786, Post Road East, 06880, Post Road East, Westport, CT, United States"
210715,2021,1/27/2022,Middletown,141 RIDGEWOOD RD,44490,45000,0.988600016,Vacant Land,,,,,-72.690960558 41.567701689,41.56770169,-72.69096056,"140, Ridgewood Road, 06457, Ridgewood Road, Middletown, CT, United States"
210072,2021,1/27/2022,Essex,WESTBROOK RD,1700,198000,0.0085,Vacant Land,,28 - Use Assessment,ALSO LOCATED IN 2 TOWNS,,-72.422111016 41.333368608,41.33336861,-72.42211102,"Westbrook Road, 06426, Essex, Connecticut, United States"
210040,2021,1/27/2022,East Granby,21 OLD COUNTY HIGHWAY,34900,34900,1,Vacant Land,,25 - Other,"PP TOO LOW, RATIO TOO HIGH VACANT LOT",,-72.739541034 41.914197002,41.914197,-72.73954103,"19, Old County Highway, 06026, Old County Highway, East Granby, CT, United States"
210219,2021,1/27/2022,Branford,435 THOREAU ST,113400,210000,0.540000021,Residential,Condo,,,,-72.844089015 41.272724001,41.272724,-72.84408902,"Thoreau Road, 06405, Branford, United States"
210552,2021,1/27/2022,Danbury,43 SADDLE ROCK RD,290200,490900,0.591099977,Residential,Single Family,,E08016,,-73.496683041 41.42508898,41.42508898,-73.49668304,"43, Saddle Rock Road, 06811, Saddle Rock Road, Danbury, CT, United States"
21121,2021,1/27/2022,Darien,282 TOKENEKE ROAD,361060,600000,0.601700008,Residential,Single Family,,,,-73.448232037 41.073483984,41.07348398,-73.44823204,"282, Tokeneke Road, 06820, Tokeneke Road, Darien, CT, United States"
21016,2021,1/20/2022,Voluntown,63 WILLIAMS RD,20150,780000,0.025833333,Vacant Land,,06 - Portion of Property,SALE PRICE INCLUDES 3 OTHER PROPERTIES / USE ASSESSMENT,,-71.822753023 41.628850993,41.62885099,-71.82275302,"63, Williams Road, 06384, Williams Road, Voluntown, CT, United States"
2100390,2021,1/20/2022,Stratford,90 ARBOR STREET,130550,259000,0.504000008,Residential,Single Family,,,,-73.134799988 41.205924005,41.20592401,-73.13479999,"90, Arbor Street, 06614, Arbor Street, Stratford, CT, United States"
21014,2021,1/20/2022,Voluntown,WILLIAMS RD,3000,780000,0.003846154,Vacant Land,,06 - Portion of Property,SALE PRICE INCLUDES 3 OTHER PROPERTIES / USE ASSESSMENT,,-71.82380058 41.630586973,41.63058697,-71.82380058,"Williams Road, 06384, Voluntown, United States"
210557,2021,1/20/2022,Southington,41 OLD OAK CT,142910,488043,0.29282257,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION,,-72.860779982 41.555209016,41.55520902,-72.86077998,"Hillcrest Drive, 06467, Southington, United States"
210067,2021,1/20/2022,Somers,104 SPRINGFIELD RD,125600,208000,0.603799999,Residential,Single Family,,,,-72.448859984 41.99266201,41.99266201,-72.44885998,"100, Springfield Road, 06071, Springfield Road, Somers, CT, United States"
210075,2021,1/20/2022,Portland,2 JERSEY LN,153650,259000,0.593200028,Residential,Condo,,021-0018-26,,-72.62552804 41.573208986,41.57320899,-72.62552804,"Jersey Lane, 06480, Portland, Connecticut, United States"
210015,2021,1/20/2022,Warren,95 LAKE RD,190310,294008,0.647199988,Residential,Single Family,14 - Foreclosure,SALE OF FORECLOSED PROPERTY,,-73.338024008 41.735198988,41.73519899,-73.33802401,"Lake Road, 06777, Warren, Connecticut, United States"
21017,2021,1/20/2022,Voluntown,404 BROWN RD,26600,780000,0.034102563,Vacant Land,,06 - Portion of Property,SALE PRICE INCLUDES 3 OTHER PROPERTIES / USE ASSESSMENT,,-71.824759457 41.632368522,41.63236852,-71.82475946,"Williams Road, 06384, Voluntown, United States"
210185,2021,1/20/2022,New London,9 HARBOR LANE,139860,295000,0.474099994,Residential,Single Family,,,,-72.091165032 41.323644985,41.32364499,-72.09116503,"9, Harbor Lane, 06320, Harbor Lane, New London, CT, United States"
210071,2021,1/20/2022,North Branford,19 BIRCHWOOD RD,155200,241000,0.643983424,Residential,Single Family,,,ESTATE SALE,-72.801444993 41.396477982,41.39647798,-72.80144499,"19, Birchwood Drive, 06472, Birchwood Drive, North Branford, CT, United States"
210070,2021,1/20/2022,North Branford,28 CHURCH ST,203900,166000,1.228313208,Residential,Single Family,22 - Money and Personal Property,,PER MLS NEEDS WORK AND SOLD WITH ALL REMAINING CONTENTS,-72.767398959 41.329102987,41.32910299,-72.76739896,"28, Church Street, 06471, Church Street, North Branford, CT, United States"
210781,2021,1/20/2022,Waterbury,585 PARK RD #9-4,55870,118500,0.471399993,Residential,Condo,,,,-73.085198986 41.553375014,41.55337501,-73.08519899,"657, Park Road, 06708, Park Road, Waterbury, CT, United States"
213356,2021,1/20/2022,North Haven,127 MULHOLLAND RD,137270,409168,0.335485667,Residential,Condo,07 - Change in Property,NOT COMPLETE ON 10/01/2021,,-72.85793 41.39345,41.39345,-72.85793,"84, Washington Avenue, 06473, Washington Avenue, North Haven, CT, United States"
210189,2021,1/20/2022,Newington,49 GOODALE DR,157350,300000,0.524500012,Residential,Single Family,,,,-72.719334025 41.689942997,41.689943,-72.71933403,"49, Goodale Drive, 06111, Goodale Drive, Newington, CT, United States"
210470,2021,1/27/2022,New Britain,45 HORACE ST,231490,387000,0.598100007,Apartments,,,,,-72.788644988 41.67455202,41.67455202,-72.78864499,"45, Horace Street, 06053, Horace Street, New Britain, CT, United States"
210843,2021,1/27/2022,Bridgeport,59 MARCEL ST,184130,370000,0.497599989,Residential,Single Family,,,,-73.214697965 41.216454986,41.21645499,-73.21469797,"59, Marcel Street, 06606, Marcel Street, Bridgeport, CT, United States"
210152,2021,1/27/2022,Ledyard,1754 ROUTE 12,117740,190000,0.619599998,Residential,Single Family,,,,-72.079115963 41.440503007,41.44050301,-72.07911596,"1758, Route 12, 06335, Route 12, Ledyard, CT, United States"
210482,2021,1/27/2022,Bristol,"1469 FARMINGTON AVE., UNIT 48",168770,260000,0.649100006,Residential,Condo,,,,-72.895926979 41.70202002,41.70202002,-72.89592698,"1469, Farmington Avenue, 06010, Farmington Avenue, Bristol, CT, United States"
210098,2021,1/27/2022,Derby,3 ORANGEWOOD WEST,95550,169900,0.562300026,Residential,Condo,,,,-73.049984845 41.311949744,41.31194974,-73.04998485,"West Court, 06418, Derby, Connecticut, United States"
210551,2021,1/27/2022,Danbury,104 COALPIT HILL RD C-4,104700,230000,0.455199987,Residential,Condo,,K17015-18,,-73.434450276 41.3796079,41.3796079,-73.43445028,"103, Coal Pit Hill Road, 06810, Coal Pit Hill Road, Danbury, CT, United States"
210835,2021,1/27/2022,Bridgeport,15 EMRA ST,220090,395500,0.556400001,Residential,Single Family,,,,-73.198320097 41.215379897,41.2153799,-73.1983201,"Alba Avenue, 06606, Bridgeport, United States"
2100043,2021,1/27/2022,Marlborough,21 ROBERTS RD,173320,354000,0.489600003,Residential,Single Family,,,,-72.470863989 41.62155002,41.62155002,-72.47086399,"21, Roberts Road, 06447, Roberts Road, Marlborough, CT, United States"
210115,2021,1/27/2022,Clinton,27 COLLEGE ST #1,80600,148000,0.544499993,Residential,Condo,,,,-72.517172998 41.272974997,41.272975,-72.517173,"The Morrings II Condominiums, College Street, 06413, College Street, Clinton, United States"
210145,2021,1/27/2022,Bloomfield,31 FOREST LANE,113610,123000,0.923600018,Residential,Single Family,25 - Other,NOT ARMS-LENGTH TRANSACTION,,-72.695164975 41.826482984,41.82648298,-72.69516498,"31, Forest Lane, 06002, Forest Lane, Bloomfield, CT, United States"
210125,2021,1/27/2022,Berlin,517 MAIN ST,137200,275000,0.498899996,Residential,Single Family,,,,-72.719809028 41.603810015,41.60381002,-72.71980903,"517, Main Street, 06023, Main Street, Berlin, CT, United States"
2100238,2021,1/27/2022,Naugatuck,169 MORNING MIST RD,95460,140000,0.681800008,Residential,Single Family,26 - Rehabilitation Deferred,,,-73.011973003 41.48884798,41.48884798,-73.011973,"169, Morning Mist Road, 06770, Morning Mist Road, Naugatuck, CT, United States"
21000174,2021,1/27/2022,Cheshire,7 CHATHAM WOODS CT,285530,465000,0.614000022,Residential,Single Family,,,,-72.92158499 41.530150017,41.53015002,-72.92158499,"7, Chatham Woods Court, 06410, Chatham Woods Court, Cheshire, CT, United States"
210844,2021,1/27/2022,Bridgeport,45 HARBORVIEW AVE #47,294040,479000,0.613799989,Residential,Three Family,,,,-73.22497904 41.15286199,41.15286199,-73.22497904,"47, Harborview Avenue, 06605, Harborview Avenue, Bridgeport, CT, United States"
210556,2021,1/27/2022,Danbury,34A PADANARAM RD 103,65600,148000,0.443199992,Residential,Condo,,H10080-3,,-73.461022989 41.415225995,41.415226,-73.46102299,"34, Padanaram Road, 06811, Padanaram Road, Danbury, CT, United States"
210473,2021,1/27/2022,New Britain,531 ALLEN ST,74130,140000,0.529500008,Residential,Two Family,,,,-72.768473016 41.683245018,41.68324502,-72.76847302,"531, Allen Street, 06053, Allen Street, New Britain, CT, United States"
210354,2021,1/27/2022,Fairfield,1 VALLEY LANE,379610,660000,0.575166643,Residential,Single Family,,,,-73.229347017 41.204315015,41.20431502,-73.22934702,"1, Valley Lane, 06825, Valley Lane, Fairfield, CT, United States"
2100803,2021,1/20/2022,Stamford,59 COURTLAND AVENUE #1L,127870,278000,0.459899992,Residential,Condo,,,,-73.513563021 41.060670987,41.06067099,-73.51356302,"Kingswood Condominiums, 59, Courtland Avenue, 06902, Courtland Avenue, Stamford, CT, United States"
210336,2021,1/20/2022,Torrington,45 DUTTON HILL RD,106740,240000,0.444700003,Residential,Single Family,,,,-73.080536971 41.798676984,41.79867698,-73.08053697,"45, Dutton Hill Road, 06790, Dutton Hill Road, Harwinton, CT, United States"
210556,2021,1/20/2022,Southington,105 LEPAGE DR,230960,450000,0.51324445,Residential,Single Family,,,,-72.859900972 41.594737988,41.59473799,-72.85990097,"105, Lepage Drive, 06489, Lepage Drive, Southington, CT, United States"
21221,2021,1/20/2022,Newtown,9 DIAMOND DRIVE,196260,395000,0.496800005,Residential,Single Family,,,,-73.327812 41.418984985,41.41898499,-73.327812,"9, Diamond Drive, 06470, Diamond Drive, Newtown, CT, United States"
21132,2021,1/20/2022,Plainville,19 CODY AVE A1,87920,120000,0.732599974,Residential,Condo,01 - Family,,,-72.876477024 41.679578983,41.67957898,-72.87647702,"19, Cody Avenue, 06062, Cody Avenue, Plainville, CT, United States"
2100802,2021,1/20/2022,Stamford,5 HUNDLEY COURT #3A,130560,228000,0.572600007,Residential,Condo,,,,-73.525018987 41.056993008,41.05699301,-73.52501899,"5, Hundley Court, 06902, Hundley Court, Stamford, CT, United States"
2100396,2021,1/20/2022,Stratford,40 DEL DRIVE,189210,376000,0.503199995,Residential,Single Family,,,,-73.154049028 41.221398004,41.221398,-73.15404903,"40, Del Drive, 06614, Del Drive, Stratford, CT, United States"
210780,2021,1/20/2022,Waterbury,145 ARLINE DR,116100,2150,54,Residential,Single Family,08 - Part Interest,,,-72.978902037 41.55015498,41.55015498,-72.97890204,"145, Arline Drive, 06705, Arline Drive, Waterbury, CT, United States"
210434,2021,1/20/2022,New Haven,79 HUBINGER ST,194145,365000,0.531899989,Residential,Three Family,,,,-72.953811983 41.319628,41.319628,-72.95381198,"79, Hubinger Street, 06511, Hubinger Street, New Haven, CT, United States"
2100391,2021,1/20/2022,Stratford,3945 MAIN STREET,294420,508600,0.578883231,Residential,Single Family,,,,-73.104329951 41.242293365,41.24229337,-73.10432995,"Main Street, 06614, Stratford, United States"
2100393,2021,1/20/2022,Stratford,164 HAMILTON AVENUE UNIT 7,168980,310000,0.545000017,Residential,Condo,,,,-73.135387978 41.184534017,41.18453402,-73.13538798,"263, Taft Street, 06615, Taft Street, Stratford, CT, United States"
210338,2021,1/20/2022,Torrington,1164 TORRINGFORD ST,108840,125000,0.870700002,Residential,Single Family,14 - Foreclosure,OUT OF FORECLOSURE/BANK OWNERSHIP,,-73.079895001 41.823397019,41.82339702,-73.079895,"1164, Torringford Street, 06790, Torringford Street, Torrington, CT, United States"
21087,2021,1/20/2022,Oxford,543 UNDER THE ROCK PARK,132900,450000,0.295300007,Residential,Single Family,,,,-73.12356 41.43916,41.43916,-73.12356,"Oxford Road, 06478, Oxford, United States"
210778,2021,1/20/2022,Waterbury,26 GRANDVIEW AVE,78350,244000,0.321099997,Residential,Three Family,,,,-73.060313032 41.557311994,41.55731199,-73.06031303,"26, Grandview Avenue, 06708, Grandview Avenue, Waterbury, CT, United States"
210421,2021,1/20/2022,New Haven,1041 STATE ST,408660,1350000,0.302700013,Industrial,,,,,-72.907668014 41.316379007,41.31637901,-72.90766801,"1051, State Street, 06511, State Street, New Haven, CT, United States"
210297,2021,1/20/2022,Norwich,136 HUNTERS RD #24,16300,25000,0.65200001,Residential,Single Family,,,,-72.059706529 41.56016435,41.56016435,-72.05970653,"Oakland Drive, 06360, Norwich, Connecticut, United States"
213355,2021,1/20/2022,North Haven,2285 RIDGE RD,540555,1125000,0.480399996,Residential,Single Family,,,,-72.881677995 41.397627979,41.39762798,-72.881678,"2285, Ridge Road, 06473, Ridge Road, North Haven, CT, United States"
210839,2021,1/27/2022,Bridgeport,489 NORTH SUMMERFIELD AVE,135950,327900,0.414600015,Residential,Single Family,,,,-73.161987026 41.194265993,41.19426599,-73.16198703,"489, North Summerfield Avenue, 06610, North Summerfield Avenue, Bridgeport, CT, United States"
210842,2021,1/27/2022,Bridgeport,155 BREWSTER  ST UNIT #5A,179872,400000,0.449600011,Residential,Condo,,,,-73.219648988 41.153741,41.153741,-73.21964899,"155, Brewster Street, 06605, Brewster Street, Bridgeport, CT, United States"
21054,2021,1/27/2022,Lebanon,184 TOBACCO ST,150220,300000,0.500699997,Residential,Single Family,,,,-72.261998026 41.654216015,41.65421602,-72.26199803,"184, Tobacco Street, 06249, Tobacco Street, Lebanon, CT, United States"
